escenario,algoritmo,seed,n_viewpoints,mejor_distancia,tiempo_total,iteraciones,estado
2,SA,4,72,14.244060397148132,0.6863226999994367,2513,OK
2,SA,5,72,13.783026456832886,0.6622009000275284,2508,OK
2,SA,6,72,12.528222307562828,0.6905491000507027,2513,OK
2,SA,7,72,14.387866914272308,0.6942103002220392,2512,OK
2,SA,8,72,14.094198875129223,0.6637120000086725,2511,OK
2,SA,9,72,13.450586929917336,0.6726716000121087,2512,OK
2,SA,10,72,13.228933691978455,0.6417384999804199,2509,OK
2,SA,11,72,13.775471143424511,0.6486893999390304,2511,OK
2,SA,12,72,13.001706145703793,0.6530651000794023,2513,OK
2,SA,13,72,13.338665708899498,0.7058173001278192,2511,OK
2,SA,14,72,12.838920257985592,0.6944727001246065,2511,OK
2,SA,15,72,13.429369740188122,0.7092319000512362,2512,OK
2,SA,16,72,13.640790171921253,0.6721731000579894,2511,OK
2,SA,17,72,13.81512825936079,0.7197829000651836,2512,OK
2,SA,18,72,13.076832823455334,0.652582700131461,2513,OK
2,SA,19,72,13.661760486662388,0.6634697001427412,2510,OK
2,SA,20,72,12.908408731222153,0.6360740000382066,2513,OK
2,SA,21,72,12.94223316013813,0.6941370000131428,2513,OK
2,SA,22,72,13.695833414793015,0.6480632000602782,2513,OK
2,SA,23,72,13.233264118432999,0.6265579999890178,2512,OK
2,SA,24,72,13.608850181102753,0.688158500008285,2513,OK
2,SA,25,72,13.233258716762066,0.6997575000859797,2512,OK
2,SA,26,72,14.098963297903538,0.677349700126797,2512,OK
2,SA,27,72,13.639820605516434,0.665175799978897,2512,OK
2,SA,28,72,13.690054774284363,0.6902231001295149,2513,OK
2,SA,29,72,13.514671541750431,0.6548442000057548,2513,OK
2,SA,30,72,13.636240020394325,0.6674399999901652,2512,OK
